fighter1,fighter2,win,reach_diff,height_diff,age_diff,slpm_diff,td_avg_diff,strike_acc_diff,td_acc_diff,sapm_diff,td_def_diff,strike_def_diff,sub_avg_diff,total_wins_diff,total_losses_diff,total_draws_diff,ufc_wins_diff,ufc_losses_diff,ufc_nc_diff
Mackenzie Dern,Yan Xiaonan,0,0.0,-2.539999999999992,3.7700205338809036,-2.19,-0.04999999999999993,-4.0,-51.0,0.5299999999999998,-30.0,-10.0,1.5,-4.0,0.0,0.0,0.0,0.0,1.0
Javid Basharat,Tony Gravely,1,0.0,10.159999999999997,3.9425051334702257,1.8300000000000005,-3.3100000000000005,13.0,9.0,-1.9699999999999998,33.0,19.0,-0.09999999999999998,-9.0,-9.0,0.0,0.0,0.0,-4.0
Gillian Robertson,Mariya Agapova,1,-5.0,-2.5400000000000205,-1.891854893908282,-2.07,1.87,-10.0,-25.0,-0.6099999999999999,-4.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,10.0
Daniel Zellhuber,Trey Ogden,0,5.0,5.079999999999984,9.64271047227926,1.8399999999999999,-0.39,-2.0,19.0,-0.09999999999999964,-6.0,-1.0,-0.39999999999999997,-2.0,-5.0,0.0,0.0,0.0,0.0
Denise Gomes,Loma Lookboonmee,0,2.0,2.5400000000000205,3.9479808350444903,0.9300000000000006,-0.8600000000000001,-9.0,-17.0,0.52,-24.0,3.0,1.0,0.0,-1.0,0.0,0.0,0.0,-4.0
Louis Cosce,Trevin Giles,0,-3.0,-7.6200000000000045,3.055441478439425,1.3399999999999994,-0.22999999999999998,-8.0,-35.0,3.26,-21.0,-12.0,0.2,-9.0,-3.0,0.0,0.0,0.0,-10.0
Pat Sabatini,Damon Jackson,0,-1.0,-7.6200000000000045,2.2532511978097194,-1.07,1.3900000000000001,19.0,11.0,-2.11,2.0,1.0,0.2999999999999998,-4.0,-2.0,-1.0,0.0,0.0,-5.0
Anthony Hernandez,Marc-Andre Barriault,1,1.0,-2.539999999999992,3.6632443531827517,-1.62,6.55,15.0,32.0,-1.8599999999999999,-4.0,-7.0,2.8,-5.0,-4.0,0.0,0.0,0.0,-4.0
Rodrigo Nascimento,Tanner Boser,1,5.0,0.0,1.319644079397673,-0.5,1.58,-3.0,41.0,1.8499999999999996,12.0,-18.0,0.9,-11.0,-9.0,-1.0,0.0,0.0,-5.0
Joe Pyfer,Alen Amedovski,1,1.0,10.159999999999997,8.449007529089664,2.6500000000000004,2.97,15.0,83.0,-1.5100000000000002,50.0,9.0,1.8,4.0,-2.0,0.0,0.0,0.0,-1.0
Bill Algeo,Andre Fili,0,-1.0,2.539999999999992,-1.0431211498973305,2.2800000000000002,-1.33,15.0,-1.0,0.28000000000000025,-13.0,-4.0,-0.19999999999999998,-4.0,-3.0,0.0,0.0,0.0,-12.0
Chidi Njokuani,Gregory Rodrigues,0,5.0,0.0,-3.1293634496919918,-1.9500000000000002,-2.4,5.0,-50.0,-2.48,-33.0,2.0,-0.2,8.0,5.0,0.0,0.0,0.0,-2.0
Cory Sandhagen,Song Yadong,1,3.0,7.6200000000000045,-5.618069815195072,0.7199999999999998,0.8300000000000001,2.0,-22.0,-0.3700000000000001,-8.0,-1.0,0.09999999999999998,-3.0,-3.0,-1.0,0.0,0.0,1.0
Melissa Martinez,Elise Reed,0,3.0,-2.539999999999992,4.700889801505818,0.33999999999999986,0.42000000000000004,8.0,-10.0,-0.5300000000000002,-42.0,-7.0,0.0,0.0,-3.0,0.0,0.0,0.0,-6.0
Alatengheili,Chad Anheliger,1,2.0,-2.5400000000000205,5.034907597535934,-0.6299999999999999,1.82,-10.0,40.0,1.7200000000000002,25.0,3.0,-1.0,4.0,3.0,2.0,0.0,0.0,5.0
Danyelle Wolf,Norma Dumont,0,3.0,10.159999999999997,-7.063655030800821,-1.04,-1.39,-24.0,-64.0,2.58,5.0,-19.0,0.5,-9.0,-1.0,0.0,0.0,0.0,-7.0
Jake Collier,Chris Barnett,0,3.0,15.240000000000009,2.3655030800821355,1.3899999999999997,0.71,-4.0,33.0,-0.79,34.0,10.0,0.6,-10.0,2.0,0.0,0.0,0.0,10.0
Denis Tiuliulin,Jamie Pickett,1,-3.0,-2.5400000000000205,-0.28473648186173856,2.2,-1.44,-7.0,-40.0,1.9100000000000001,0.0,-9.0,-0.1,-3.0,-2.0,0.0,0.0,0.0,-4.0
Anton Turkalj,Jailton Almeida,0,-1.0,2.539999999999992,4.958247775496235,-2.09,0.14999999999999947,-11.0,-17.0,2.18,-34.0,24.0,-2.5,-11.0,1.0,0.0,0.0,0.0,-2.0
Hakeem Dawodu,Julian Erosa,0,-1.0,-12.699999999999989,1.919233401779603,-0.7699999999999996,-1.66,2.0,-46.0,-2.9799999999999995,4.0,9.0,-0.6,-15.0,-8.0,1.0,0.0,0.0,-3.0
Johnny Walker,Ion Cutelaba,1,7.0,12.700000000000017,-1.7084188911704312,-0.7599999999999998,-4.25,13.0,42.0,-0.6499999999999999,-20.0,-3.0,1.0,4.0,-2.0,-1.0,0.0,0.0,-3.0
Macy Chiasson,Irene Aldana,0,4.0,5.0800000000000125,3.3347022587268995,-1.2200000000000002,2.0,5.0,-16.0,-3.1,-11.0,-13.0,0.0,-5.0,-4.0,0.0,0.0,0.0,-3.0
Li Jingliang,Daniel Rodriguez,0,-3.0,-2.539999999999992,1.218343600273785,-2.84,0.63,-8.0,-9.0,-1.4400000000000004,-3.0,1.0,-0.1,2.0,4.0,0.0,0.0,0.0,7.0
Khamzat Chimaev,Kevin Holland,1,-6.0,-2.539999999999992,1.483915126625599,1.33,3.21,9.0,8.0,0.23999999999999977,47.0,-9.0,2.2,-12.0,-10.0,0.0,0.0,0.0,-13.0
Tony Ferguson,Nate Diaz,0,0.0,-2.539999999999992,-1.1745379876796715,0.41000000000000014,-0.6300000000000001,0.0,5.0,0.48999999999999977,25.0,4.0,-0.4,4.0,-4.0,0.0,0.0,0.0,-5.0
Khalid Taha,Cristian Quinonez,0,-1.0,-7.6200000000000045,-4.1943874058863795,-2.5900000000000003,-0.73,-10.0,-100.0,-1.0099999999999998,-24.0,-13.0,0.2,-5.0,1.0,0.0,0.0,0.0,4.0
Gabriel Miranda,Benoit Saint Denis,0,-2.0,0.0,-5.73305954825462,-2.07,0.08000000000000007,-1.0,4.0,1.6100000000000003,-80.0,-5.0,1.0,5.0,5.0,0.0,0.0,0.0,-3.0
Michal Figlak,Fares Ziam,0,-5.0,-7.619999999999976,-0.5968514715947981,-0.9499999999999997,0.030000000000000027,-18.0,-3.0,1.9900000000000002,-18.0,-21.0,0.0,-6.0,-3.0,0.0,0.0,0.0,-5.0
Nasrat Haqparast,John Makdessi,1,4.0,5.0800000000000125,10.302532511978097,0.21000000000000085,0.32,-5.0,20.0,1.1099999999999994,-8.0,-4.0,0.0,-3.0,-4.0,0.0,0.0,0.0,-9.0
Dustin Stoltzfus,Abus Magomedov,0,-3.0,-5.0800000000000125,1.2019164955509924,-2.6399999999999997,0.20999999999999996,-9.0,-15.0,-5.110000000000001,46.0,-11.0,0.5,-11.0,0.0,-1.0,0.0,0.0,3.0
Charles Jourdain,Nathaniel Wood,0,0.0,7.619999999999976,2.5544147843942504,-0.20000000000000018,-1.64,-1.0,-32.0,-0.009999999999999787,-23.0,2.0,0.0,-5.0,0.0,1.0,0.0,0.0,2.0
William Gomis,Jarno Errens,1,0.0,2.539999999999992,2.5708418891170433,0.9500000000000002,1.06,8.0,60.0,-1.4400000000000002,48.0,23.0,0.19999999999999996,0.0,-3.0,-1.0,0.0,0.0,1.0
Roman Kopylov,Alessio Di Chirico,1,1.0,0.0,1.3908281998631074,1.4,-0.99,14.0,11.0,0.6700000000000004,9.0,-1.0,0.0,-1.0,-5.0,0.0,0.0,0.0,-5.0
Joaquin Buckley,Nassourdine Imavov,0,1.0,-12.699999999999989,-0.8432580424366872,-0.6799999999999997,0.41999999999999993,-20.0,5.0,-0.44999999999999973,-7.0,-1.0,-1.7,5.0,2.0,0.0,0.0,0.0,4.0
Marvin Vettori,Robert Whittaker,0,1.0,0.0,2.751540041067762,0.08999999999999986,0.8099999999999999,3.0,6.0,0.8500000000000001,-13.0,-4.0,0.5,-6.0,0.0,1.0,0.0,0.0,-5.0
Tai Tuivasa,Ciryl Gane,0,-6.0,-5.079999999999984,2.926762491444216,-1.5100000000000002,-0.58,-11.0,-21.0,2.7900000000000005,4.0,-20.0,-0.5,3.0,4.0,0.0,0.0,0.0,3.0
Aoriqileng,Jay Perrin,1,2.0,0.0,0.02737850787132101,1.5999999999999996,-1.1900000000000002,4.0,-6.0,1.6599999999999997,0.0,6.0,0.0,15.0,3.0,0.0,0.0,0.0,3.0
Amir Albazi,Francisco Figueiredo,1,0.0,-2.5400000000000205,4.010951403148528,0.7599999999999998,-0.7999999999999998,-22.0,-42.0,0.48,-36.0,2.0,0.29999999999999993,4.0,-4.0,-1.0,0.0,0.0,1.0
Ange Loosa,AJ Fletcher,1,7.0,0.0,-3.923340177960301,2.9600000000000004,0.71,-3.0,10.0,2.2699999999999996,67.0,5.0,-0.7,0.0,0.0,0.0,0.0,0.0,-1.0
Jared Gordon,Leonardo Santos,1,-7.0,-7.6200000000000045,8.58590006844627,2.5000000000000004,1.13,11.0,15.0,-0.1200000000000001,-24.0,4.0,-0.2,1.0,-1.0,-1.0,0.0,0.0,2.0
Marcin Tybura,Alexandr Romanov,1,3.0,2.539999999999992,-5.086926762491444,-0.5099999999999998,-2.9300000000000006,-4.0,-21.0,1.15,59.0,5.0,-0.8,7.0,6.0,0.0,0.0,0.0,10.0
Tyson Pedro,Harry Hunsucker,1,4.0,2.539999999999992,2.702258726899384,-0.43000000000000016,0.94,9.0,36.0,-4.0,52.0,12.0,-1.1,3.0,-2.0,0.0,0.0,0.0,7.0
Lucie Pudilova,Wu Yanan,1,1.0,0.0,-1.8480492813141685,-0.26000000000000023,0.0,-4.0,-3.0,-1.0,0.0,2.0,0.39999999999999997,1.0,2.0,0.0,0.0,0.0,3.0
Merab Dvalishvili,Jose Aldo,1,-2.0,-2.539999999999992,4.336755646817249,0.8900000000000001,6.06,-5.0,-18.0,-1.33,-13.0,-4.0,0.19999999999999998,-15.0,-4.0,0.0,0.0,0.0,-9.0
Luke Rockhold,Paulo Costa,0,5.0,5.0800000000000125,-6.507871321013004,-2.4000000000000004,0.16999999999999993,-11.0,-46.0,-3.6999999999999997,-14.0,6.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0
Leon Edwards,Kamaru Usman,1,-2.0,5.0800000000000125,4.290212183436003,-1.5600000000000005,-1.5599999999999998,1.0,-12.0,-0.3400000000000003,-20.0,-1.0,0.19999999999999998,1.0,-1.0,0.0,0.0,0.0,-2.0
Charlie Ontiveros,Gabriel Benitez,0,3.0,15.240000000000009,3.049965776865161,-2.9000000000000004,-0.27,0.0,-50.0,1.8100000000000005,-28.0,-34.0,-1.1,-12.0,-2.0,0.0,0.0,0.0,-10.0
Nina Nunes,Cynthia Calvillo,1,0.0,2.539999999999992,-1.6071184120465434,-0.020000000000000462,-1.56,7.0,-11.0,-0.6499999999999999,-4.0,-9.0,-0.30000000000000004,2.0,1.0,-1.0,0.0,0.0,-4.0
Martin Buday,Lukasz Brzeski,1,-1.0,0.0,-0.5147159479808351,0.54,-0.34,4.0,0.0,1.9400000000000004,58.0,-2.0,-0.3,5.0,-3.0,-1.0,0.0,0.0,1.0
Loopy Godinez,Angela Hill,0,-3.0,-2.539999999999992,8.648870636550308,-1.4299999999999997,3.28,1.0,18.0,-1.4499999999999997,6.0,1.0,1.2,-4.0,-10.0,0.0,0.0,0.0,-14.0
Bruno Silva,Gerald Meerschaert,0,-3.0,-2.539999999999992,1.568788501026694,1.13,-0.9199999999999997,7.0,-10.0,1.83,39.0,-10.0,-1.5,-12.0,-7.0,0.0,0.0,0.0,-5.0
Bruno Silva,Gerald Meerschaert,0,-12.0,-22.859999999999985,2.242299794661191,-0.25,0.56,2.0,-7.0,-0.41000000000000014,30.0,6.0,-1.2,-22.0,-12.0,2.0,0.0,0.0,-5.0
Ariane Lipski,Priscila Cachoeira,0,2.0,-2.539999999999992,5.437371663244353,-0.18000000000000016,0.36000000000000004,-4.0,17.0,-2.9299999999999997,13.0,6.0,0.3,4.0,3.0,0.0,0.0,0.0,1.0
Azamat Murzakanov,Devin Clark,1,-4.0,-5.079999999999984,-0.999315537303217,1.58,-1.6,2.0,-17.0,0.16999999999999993,23.0,14.0,-0.1,-1.0,-8.0,0.0,0.0,0.0,-13.0
Iasmin Lucindo,Yazmin Jauregui,0,2.0,0.0,2.861054072553046,-2.9299999999999997,2.33,-2.0,66.0,-1.6400000000000001,-34.0,13.0,0.4,5.0,4.0,0.0,0.0,0.0,0.0
Nate Landwehr,David Onama,1,-2.0,-5.0800000000000125,-6.0013689253935665,0.7599999999999998,0.20000000000000007,0.0,23.0,0.09999999999999964,41.0,4.0,0.8,6.0,3.0,0.0,0.0,0.0,2.0
Dominick Cruz,Marlon Vera,0,-2.0,0.0,-7.734428473648186,-0.45999999999999996,2.2399999999999998,-17.0,3.0,-2.5500000000000003,13.0,19.0,-0.8,3.0,-4.0,-1.0,0.0,0.0,-12.0
Miranda Granger,Cory McKenna,0,10.0,10.159999999999997,-7.241615331964408,-0.21999999999999975,-2.04,7.0,-56.0,-0.6500000000000004,-38.0,9.0,-0.5,-1.0,1.0,0.0,0.0,0.0,0.0
Takashi Sato,Bryan Battle,0,-4.0,-7.619999999999976,-4.284736481861739,-2.3099999999999996,-0.17999999999999994,-13.0,12.0,0.0,15.0,2.0,-0.6,5.0,5.0,0.0,0.0,0.0,1.0
Michal Oleksiejczuk,Sam Alvey,1,-1.0,-5.0800000000000125,8.799452429842573,1.8400000000000003,0.7,6.0,30.0,0.54,-34.0,10.0,-0.1,-14.0,-12.0,-1.0,0.0,0.0,-12.0
Erick Gonzalez,Terrance McKinney,0,2.0,2.539999999999992,-2.652977412731006,-2.06,2.48,-16.0,19.0,5.57,-35.0,-4.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-5.0
Serghei Spivac,Augusto Sakai,1,1.0,0.0,3.7125256673511293,-1.0599999999999996,4.329999999999999,0.0,24.0,-0.040000000000000036,14.0,1.0,0.5,0.0,-1.0,-1.0,0.0,0.0,2.0
Brogan Walker,Juliana Miller,0,1.0,-7.6200000000000045,-7.761806981519507,-1.27,-1.84,-15.0,-44.0,-1.0499999999999998,11.0,15.0,-1.8,4.0,1.0,0.0,0.0,0.0,-1.0
Zac Pauga,Mohammed Usman,0,-3.0,0.0,-1.0978781656399725,1.5200000000000005,-0.8400000000000001,22.0,-9.0,-1.2399999999999998,100.0,5.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0
Vicente Luque,Geoff Neal,0,0.0,0.0,1.2484599589322383,-0.04999999999999982,0.53,2.0,16.0,-0.4499999999999993,-25.0,-6.0,0.6,7.0,4.0,1.0,0.0,0.0,10.0
Thiago Santos,Jamahal Hill,0,-3.0,-5.079999999999984,-7.36208076659822,-3.5899999999999994,0.88,-6.0,33.0,-0.7800000000000002,-8.0,6.0,0.1,10.0,10.0,0.0,0.0,0.0,16.0
Ihor Potieria,Nicolae Negumereanu,0,-3.0,7.6200000000000045,1.73305954825462,0.8600000000000003,-1.02,15.0,-28.0,-0.040000000000000036,-29.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,-3.0
Joselyne Edwards,Ji Yeon Kim,1,-2.0,2.539999999999992,5.946611909650924,-0.6600000000000001,1.0,16.0,33.0,-2.0500000000000003,14.0,-6.0,0.19999999999999998,4.0,-2.0,-2.0,0.0,0.0,-3.0
Adam Fugitt,Michael Morales,0,-2.0,2.539999999999992,-10.444900752908966,-0.8700000000000001,1.7700000000000002,6.0,-12.0,1.5899999999999999,-41.0,0.0,0.0,-6.0,4.0,0.0,0.0,0.0,0.0
Rafa Garcia,Drakkar Klose,0,0.0,-5.079999999999984,6.406570841889117,-0.1899999999999995,1.8099999999999998,-13.0,14.0,0.77,10.0,9.0,0.3,3.0,1.0,-1.0,0.0,0.0,-2.0
Drew Dober,Rafael Alves,1,2.0,0.0,-2.0698151950718686,2.73,0.39000000000000007,-8.0,-8.0,1.1600000000000001,12.0,-7.0,-1.4,7.0,0.0,0.0,0.0,0.0,18.0
Matthew Semelsberger,Alex Morono,0,3.0,5.079999999999984,2.272416153319644,-0.96,0.6799999999999999,2.0,36.0,0.1900000000000004,0.0,-3.0,-0.19999999999999998,-12.0,-3.0,0.0,0.0,0.0,-10.0
Magomed Ankalaev,Anthony Smith,1,-1.0,-2.539999999999992,3.8521560574948666,0.3999999999999999,0.55,4.0,3.0,-2.25,38.0,12.0,-0.7,-19.0,-17.0,1.0,0.0,0.0,-8.0
Alexandre Pantoja,Alex Perez,1,2.0,-2.5400000000000205,-1.9301848049281314,-0.2599999999999998,-1.0899999999999999,0.0,0.0,0.6699999999999999,-11.0,-9.0,-0.30000000000000004,2.0,-2.0,0.0,0.0,0.0,4.0
Derrick Lewis,Sergei Pavlovich,0,-5.0,0.0,-7.260780287474333,-6.120000000000001,0.59,1.0,28.0,-1.7400000000000002,-23.0,-16.0,0.0,9.0,10.0,0.0,0.0,0.0,20.0
Brandon Moreno,Kai Kara-France,1,1.0,7.6200000000000045,0.7008898015058179,-0.7700000000000005,1.1,4.0,12.0,0.1599999999999997,-24.0,-9.0,0.5,-3.0,-4.0,2.0,0.0,0.0,4.0
Amanda Nunes,Julianna Pena,1,0.0,5.079999999999984,-1.2210814510609171,1.3899999999999997,0.79,4.0,-1.0,0.3200000000000003,59.0,7.0,-0.10000000000000009,11.0,0.0,0.0,0.0,0.0,8.0
Charles Johnson,Jimmy Flick,1,2.0,5.079999999999984,0.34223134839151265,2.24,-1.43,2.0,-13.0,-1.2999999999999998,54.0,16.0,-4.2,-3.0,-2.0,0.0,0.0,0.0,2.0
Saimon Oliveira,Daniel Marcos,0,3.0,-7.6200000000000045,-1.8781656399726214,-2.06,0.8099999999999999,-5.0,-25.0,0.20999999999999996,-54.0,-21.0,1.6,3.0,5.0,0.0,0.0,0.0,0.0
Tatsuro Taira,Jesus Aguilar,1,8.0,7.6200000000000045,3.8740588637919235,1.54,-0.31000000000000005,20.0,4.0,0.22999999999999998,60.0,-16.0,0.9999999999999998,5.0,-2.0,0.0,0.0,0.0,2.0
Elves Brener,Zubaira Tukhugov,1,4.0,5.0800000000000125,6.699520876112252,1.5700000000000003,-1.0699999999999998,7.0,-19.0,2.4100000000000006,-15.0,-10.0,0.0,-5.0,-3.0,-1.0,0.0,0.0,-7.0
Juancamilo Ronderos,Clayton Carpenter,0,-2.0,-7.6200000000000045,-1.3086926762491444,-2.32,0.25,-21.0,-17.0,-0.6699999999999999,0.0,3.0,-2.5,-3.0,2.0,0.0,0.0,0.0,1.0
Nurullo Aliev,Rafael Alves,1,4.0,5.0800000000000125,10.067077344284737,0.6499999999999999,2.77,3.0,19.0,-2.84,-44.0,1.0,-1.5,-11.0,-12.0,0.0,0.0,0.0,-3.0
Esteban Ribovics,Loik Radzhabov,0,0.0,-2.539999999999992,5.6098562628336754,3.5500000000000003,-6.35,10.0,14.0,-1.9099999999999997,10.0,6.0,0.5,-5.0,-4.0,-1.0,0.0,0.0,0.0
Jared Gooden,Carlston Harris,0,1.0,0.0,6.409308692676249,1.8000000000000003,-1.5599999999999998,-2.0,71.0,4.32,13.0,-5.0,-0.8,3.0,4.0,0.0,0.0,0.0,0.0
Veronica Hardy,Juliana Miller,1,-2.0,-7.6200000000000045,-0.5201916495550992,0.040000000000000036,-0.5,1.0,-4.0,-0.3700000000000001,55.0,13.0,-1.3,3.0,1.0,1.0,0.0,0.0,3.0
Vinicius Salvador,Victor Altamirano,0,0.0,-2.539999999999992,5.500342231348392,0.4400000000000004,-1.7400000000000002,-15.0,-14.0,2.0599999999999996,23.0,-4.0,0.0,2.0,3.0,0.0,0.0,0.0,-2.0
Sam Hughes,Jaqueline Amorim,1,-4.0,5.079999999999984,-2.9869952087611225,0.3700000000000001,-0.44999999999999996,-6.0,18.0,2.4200000000000004,57.0,-8.0,-3.7,1.0,4.0,0.0,0.0,0.0,5.0
Joselyne Edwards,Lucie Pudilova,1,3.0,0.0,1.2950034223134839,0.7399999999999998,0.38,15.0,6.0,-0.5900000000000003,1.0,-1.0,-0.3,-1.0,-3.0,0.0,0.0,0.0,-2.0
Juliana Miller,Luana Santos,0,-1.0,2.539999999999992,-3.9425051334702257,-13.790000000000001,1.84,-15.0,44.0,-1.7699999999999996,-100.0,-36.0,1.8,-2.0,2.0,0.0,0.0,0.0,2.0
Karine Silva,Maryna Moroz,1,0.0,-5.0800000000000125,2.2340862422997945,-0.7800000000000002,1.7800000000000002,4.0,38.0,-1.0499999999999998,-45.0,-3.0,3.3999999999999995,6.0,-1.0,0.0,0.0,0.0,-8.0
Jarno Errens,SeungWoo Choi,0,-1.0,-2.539999999999992,2.0369609856262834,-1.81,-0.87,0.0,-54.0,-0.08999999999999986,-36.0,5.0,0.5,2.0,-1.0,1.0,0.0,0.0,-7.0
Jacqueline Cavalcanti,Zarah Fairn,1,-2.0,0.0,13.71937029431896,3.8500000000000005,0.0,26.0,0.0,-4.800000000000001,40.0,39.0,0.0,0.0,-5.0,0.0,0.0,0.0,-3.0
Kiefer Crosbie,Kevin Jousset,0,-5.0,-7.6200000000000045,-3.07460643394935,2.08,-3.11,16.0,-100.0,-2.08,0.0,17.0,-3.1,1.0,2.0,0.0,0.0,0.0,0.0
Shane Young,Gabriel Miranda,0,1.0,-7.6200000000000045,3.351129363449692,1.6700000000000004,-4.17,-11.0,-22.0,-1.42,64.0,13.0,-2.4,-4.0,2.0,0.0,0.0,0.0,5.0
Blood Diamond,Charles Radtke,0,4.0,5.0800000000000125,-1.995893223819302,0.79,-1.0,9.0,-16.0,-0.7600000000000002,-27.0,-5.0,0.0,-5.0,0.0,0.0,0.0,0.0,2.0
Nasrat Haqparast,Landon Quinones,1,2.0,2.5400000000000205,-0.24914442162902123,-4.139999999999999,0.32,3.0,20.0,-6.140000000000001,-22.0,10.0,0.0,8.0,3.0,-1.0,0.0,0.0,10.0
John Makdessi,Jamie Mullarkey,0,-6.0,-10.159999999999997,-9.289527720739219,1.0599999999999996,-2.46,2.0,-34.0,-0.2599999999999998,10.0,14.0,-0.1,1.0,3.0,0.0,0.0,0.0,11.0
Jack Jenkins,Chepe Mariscal,0,-1.0,0.0,1.0184804928131417,-0.2400000000000002,-0.6600000000000001,8.0,31.0,-0.8800000000000003,-25.0,7.0,-0.6,-3.0,-3.0,-1.0,0.0,0.0,1.0
Da Woon Jung,Carlos Ulberg,0,1.0,0.0,3.082819986310746,-3.8,0.95,-16.0,-25.0,0.30000000000000027,2.0,-1.0,-0.09999999999999998,5.0,4.0,1.0,0.0,0.0,2.0
Tyson Pedro,Anton Turkalj,1,1.0,-2.539999999999992,-4.731006160164271,1.39,-5.609999999999999,8.0,-15.0,0.04999999999999982,36.0,5.0,0.9,2.0,1.0,0.0,0.0,0.0,7.0
Justin Tafa,Austen Lane,1,-6.0,-15.240000000000009,6.094455852156058,0.6499999999999995,0.0,8.0,0.0,3.0799999999999996,100.0,1.0,0.0,-5.0,-1.0,0.0,0.0,0.0,6.0
Manel Kape,Felipe dos Santos,1,-2.0,-5.0800000000000125,-6.825462012320329,-1.4799999999999995,0.65,22.0,37.0,-2.96,77.0,21.0,0.4,12.0,5.0,0.0,0.0,0.0,5.0
Alexander Volkov,Tai Tuivasa,1,5.0,12.699999999999989,-4.39151266255989,1.1199999999999997,0.49,8.0,63.0,-1.9800000000000004,19.0,11.0,0.2,22.0,4.0,0.0,0.0,0.0,1.0
Israel Adesanya,Sean Strickland,0,4.0,7.6200000000000045,-1.6016427104722792,-1.8900000000000001,-0.87,7.0,-50.0,-1.1300000000000003,-7.0,-7.0,-0.1,-4.0,-2.0,0.0,0.0,0.0,-4.0
Farid Basharat,Kleydson Rodrigues,1,4.0,7.6200000000000045,1.7796030116358659,-0.28000000000000025,2.65,1.0,28.0,-0.41000000000000014,20.0,10.0,-0.4,3.0,-3.0,0.0,0.0,0.0,-1.0
Nora Cornolle,Joselyne Edwards,1,-3.0,-2.539999999999992,-5.812457221081451,-2.04,-1.0,-1.0,-33.0,-2.16,-27.0,7.0,-0.3,-6.0,-4.0,0.0,0.0,0.0,-6.0
Rhys McKee,Ange Loosa,0,4.0,10.159999999999997,2.4804928131416837,-0.2600000000000007,-2.25,2.0,-45.0,2.5900000000000007,-67.0,-7.0,-0.2,0.0,2.0,1.0,0.0,0.0,0.0
Caolan Loughran,Taylor Lapilus,0,-5.0,0.0,4.1095140314852845,-0.9799999999999995,1.55,-11.0,-22.0,3.3299999999999996,-81.0,-14.0,-0.5,-11.0,-2.0,0.0,0.0,0.0,-4.0
Manolo Zecchini,Morgan Charriere,0,-1.0,0.0,0.9911019849418207,-4.41,0.0,-32.0,0.0,4.41,0.0,-32.0,0.0,-8.0,-5.0,-1.0,0.0,0.0,0.0
William Gomis,Yanis Ghemmouri,1,4.0,7.6200000000000045,2.3846680355920604,0.3500000000000001,1.06,8.0,60.0,-2.7299999999999995,81.0,35.0,0.7,1.0,0.0,0.0,0.0,0.0,2.0
Bogdan Guskov,Volkan Oezdemir,0,1.0,2.539999999999992,2.9815195071868583,-2.4699999999999998,-0.57,-15.0,-33.0,2.9800000000000004,-80.0,-12.0,-0.1,-5.0,-4.0,0.0,0.0,0.0,-12.0
Thiago Moises,Benoit Saint Denis,0,-3.0,-5.0800000000000125,-0.7392197125256673,-3.1199999999999997,-3.1899999999999995,-13.0,4.0,-0.8699999999999992,-24.0,10.0,-0.09999999999999987,5.0,6.0,0.0,0.0,0.0,6.0
Rose Namajunas,Manon Fiorot,0,0.0,-5.0800000000000125,2.3627652292950034,-2.3699999999999997,0.1299999999999999,1.0,2.0,0.21999999999999975,-31.0,-7.0,0.6,1.0,5.0,0.0,0.0,0.0,8.0
Serghei Spivac,Ciryl Gane,0,-3.0,-2.539999999999992,4.785763175906913,-1.9500000000000002,3.9799999999999995,-11.0,43.0,1.6,20.0,-14.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Liang Na,JJ Aldrich,0,0.0,0.0,3.8247775496235454,-2.12,4.39,-6.0,35.0,-0.04999999999999982,-66.0,-33.0,0.8,6.0,1.0,0.0,0.0,0.0,-11.0
Billy Goff,Yusaku Kinoshita,1,1.0,-5.079999999999984,-2.1765913757700206,5.57,4.04,-4.0,40.0,-0.8200000000000003,50.0,13.0,0.0,3.0,-1.0,0.0,0.0,0.0,-1.0
Song Kenan,Rolando Bedoya,1,-3.0,2.539999999999992,-6.847364818617385,-4.299999999999999,0.41,-8.0,66.0,-0.9699999999999998,62.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,6.0
Chidi Njokuani,Michal Oleksiejczuk,0,6.0,7.6200000000000045,-6.143737166324435,-1.08,-0.76,10.0,-44.0,-0.98,19.0,-9.0,0.3,3.0,4.0,0.0,0.0,0.0,-7.0
Garrett Armfield,Toshiomi Kazama,1,1.0,-2.539999999999992,-0.5968514715947981,3.07,-1.51,-10.0,-13.0,-0.41999999999999993,9.0,12.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
Lukasz Brzeski,Waldo Cortes-Acosta,0,0.0,0.0,0.621492128678987,-1.8899999999999997,0.64,-2.0,50.0,-0.5999999999999996,-18.0,5.0,0.6,-2.0,3.0,1.0,0.0,0.0,-1.0
Junior Tafa,Parker Porter,1,0.0,7.6200000000000045,11.416837782340862,-4.72,-1.35,-10.0,-26.0,-5.7700000000000005,18.0,25.0,-0.5,-9.0,-8.0,0.0,0.0,0.0,-6.0
